Facility Number,Facility Name,HMIS,Province,District,Division,LOCATION,County,Constituency,Sub-Location,Spatial Reference Method,Facility Type,Agency,Geolocation,Facility Type NAME
99,MARY ROSE MAKORI MAKIN CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
100,MATOBO CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,MEDICARE CLINIC,0,NYANZA,KISII NORTH,MANGA,CENTRAL KITUTU,,,KIOGUTWA,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,MOTONTORA DISP,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
102,NATHAN MONGIRE MONGARE CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
103,NATHANIEL OKERO CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
104,NAZARETH MEDICAL CLINIC,3462,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
107,OMWAMBO MEDICAL CLNIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
108,PASTOR GICHANA MURABURI CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
109,PEACE CLINIC,3466,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
110,RAIBOK MEDICAL CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
111,SALOME BOCHABERI CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,SAMORA CLINIC,0,NYANZA,KISII NORTH,EKERENYO,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
112,SIMEON ANGWINYI CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
114,TONYA MEDICAL CLINIC,3458,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,TUMAINI MEDICAL CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,WILSA CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
115,ZEBEDEUS OBUNCHU CLINIC,0,NYANZA,KISII NORTH,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
74,DR. ANGIR YO'S CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
75,DR. CHAWIYAH  J.A.C'S CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
76,DR. CHEK PK'S CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
77,DR. KARIA NR'S CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
78,DR. ODHIAMBO OLEL'S CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
79,DR. OKOMBO L,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
80,DR. OYOO'S CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
82,DR. PRAJAPATI AH'S CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
83,DR. RAMNIKLAL VS' CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
84,DR. SKAS MEDICAL CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
85,DR. SOKWALLA RA'S CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
87,FAMILY LIFE PROMOTIONS AND SERVICES,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
89,HELSAMY MEDICAL CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
91,JALARAM HEALTH CENTRE,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
92,JERUSALEM HEALTH SERVICES,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
94,KEMAON MEDICAL CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
96,KIMUTE CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
97,KISAO MEDICAL CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
98,KISUMU MEDICAL & EDUCATIONAL TRUST,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
99,KISUMU MEDICAL CARE CENTRE,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
102,LAKE BASIN DEV AUTHORITY CLINIC,4673,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
105,MANYATTA CENTRAL CLINIC (USODHO),0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
110,NIGHTINGALE R. H. SERVICES,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
112,RAPHA CHRISTIAN MISSION CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
113,RATTA CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
115,"SARDINES CLINIC, MANYATTA",0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
117,SHAURI MOYO CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
118,SKA'S MEDICAL CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,ST MARKS CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
120,ST. JUDE THADDEUS CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
122,THE MEADOW HEALTH SERVICES,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
124,UPENDO MEDICAL CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
125,WANANCHI MEDICARE & LABORATORY,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
127,WELCOME CLINIC,0,NYANZA,KISUMU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,BAPTIST CLINIC,0,NYANZA,KURIA,MASABA,BUGUMBE NORTH,,,MASABA,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,CHACHA MEDICAL CLINIC,0,NYANZA,KURIA,KEGONGA,NYABASI EAST,,,KEGONGA,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,FAITH MEDICAL CLINIC,0,NYANZA,KURIA,KEGONGA,NYABASI EAST,,,KEGONGA,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,FOUR SQUARE CLINIC,0,NYANZA,KURIA,MASABA,GETONGONYA,,,GETONGONYA,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
27,HUDUMA CLINIC,4272,NYANZA,KURIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,JOJOMA MEDICAL CLINIC,0,NYANZA,KURIA,KEHANCHA,BUKIRA EAST,,,IGENA,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,MAMA CAROL MED CLINIC,0,NYANZA,KURIA,KEHANCHA,BUKIRA EAST,,,IGENA,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
33,MAMA FRIDA MEDICAL CLINIC,4279,NYANZA,KURIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,MANGA MEDICAL CLINIC,0,NYANZA,KURIA,KEHANCHA,BUKIRA EAST,,,IGENA,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
34,MEMORIAL OPD CLINIC,0,NYANZA,KURIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
35,NEEMA MEDICAL CLINIC,4282,NYANZA,KURIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
38,PASTOR MACHAGE OPD CLINIC,4276,NYANZA,KURIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,SUBIRA MEDICAL CLINIC,0,NYANZA,KURIA,KEGONGA,NYABASI EAST,,,KEGONGA,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
90,ASALL'S MEDICAL CARE CLINIC,4486,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
95,JOTTA CLINIC,0,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
97,MIGORI HEALTH STATION,0,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
99,MIROCHE CLINIC,3884,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
100,MITONYO CHRISTIAN CLINIC,3883,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
101,MODERN CLINIC,4365,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
111,ROYAL MEDICAL CLINIC,3881,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
112,SARE RURAL CLINIC,0,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
114,ST. JUDE MEDICAL CLINIC AND LABORATORY,3880,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
115,SUNA MEDICAL AND CHILDREN'S CLINIC,0,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
117,WAHOWE MEDICAL CLINIC,0,NYANZA,MIGORI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
47,COMMUNITY CLINIC,0,NYANZA,NYANDO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
52,AJWANG MEDICAL CLINIC,0,NYANZA,RACHUONYO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
53,AMANI MEDICAL CLINIC,3652,NYANZA,RACHUONYO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
55,BASAKA CLINIC,0,NYANZA,RACHUONYO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
56,BESA MEDICAL CLINIC,0,NYANZA,RACHUONYO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
59,JAWABU MEDICAL CLINIC,4766,NYANZA,RACHUONYO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
61,KELLYS MEDICAL CLINIC,0,NYANZA,RACHUONYO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
62,MITIRO MEDICAL CLINIC,0,NYANZA,RACHUONYO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
64,NYAKIE MEDICAL CLINIC,0,NYANZA,RACHUONYO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
65,NYATHI KICH MEDICAL CLINIC,0,NYANZA,RACHUONYO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
70,PASAKA MEDICAL CLINIC,4498,NYANZA,RACHUONYO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
73,SMART MEDICAL CLINIC,0,NYANZA,RACHUONYO,KABONDO,WANG'CHIENG,,,KODUMO EAST,ILRI MKT CENTRE,6,PRIV,"(-0.39057700000, 35.01090700000)",Private Clinics and Medical centres
56,DR. OLUOCH MA'S CLINIC,0,NYANZA,SIAYA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
58,GARSHOM O. OWUOTH R C O,0,NYANZA,SIAYA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
59,HURUMA MEDICAL CLINIC,0,NYANZA,SIAYA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
64,RONGO HEALTH CENTRE,0,NYANZA,SIAYA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
66,SIAYA AFYA CLINIC,0,NYANZA,SIAYA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
67,SIAYA CLINIC,0,NYANZA,SIAYA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,ST JUDE KIPE CLINIC,0,NYANZA,SUBA,MBITA,GEMBE WEST,,,EAST MBITA TOWNSHIP,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,CHEBUNYO MEDICAL CLINIC,0,RIFT VALLEY,BOMET,SIONGIROI,CHEBUNYO,,,CHEBUNYO,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,KATARET MEDICAL CLINIC,0,RIFT VALLEY,BOMET,SIONGIROI,CHEBOYO,,,KATARET,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
46,KERICHEK MODERN CLINIC,0,RIFT VALLEY,BOMET,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,KIGANA MEDICAL CLINIC,0,RIFT VALLEY,BOMET,NDANAI,NDANAI,,,NDANAI,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,ZEREH MEDICAL CLINIC,0,RIFT VALLEY,BOMET,BOMET CENTRAL,SILIBWET,,,SILIBWET,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,CHEMASINAI CLINIC,0,RIFT VALLEY,BURET,KIMULOT,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,TENDIRET CLINIC,0,RIFT VALLEY,BURET,KIMULOT,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
106,J NGUNGI CLINIC,4552,RIFT VALLEY,KAJIADO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
107,JUNEL MEDICAL CLINIC,3256,RIFT VALLEY,KAJIADO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
122,MR J NGUNGI CLINIC,3243,RIFT VALLEY,KAJIADO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
124,MR S GAKAMI MATHONDU CLINIC,3250,RIFT VALLEY,KAJIADO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
128,NEEMA CLINIC,3257,RIFT VALLEY,KAJIADO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
136,S GAKAMI CLINIC,4557,RIFT VALLEY,KAJIADO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
139,ST LUKE MEDICAL CLINIC,3234,RIFT VALLEY,KAJIADO,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,CENTRAL HEALTH FILTERING CLINIC,0,RIFT VALLEY,KERICHO,KIPKELION,KIPCHORIAN,,,KIPKELION,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
31,KOIBATEK CLINIC,0,RIFT VALLEY,KOIBATEK,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
62,DR.  ARUM CLINIC,0,RIFT VALLEY,LAIKIPIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
63,DR.  GACHERU CLINIC,0,RIFT VALLEY,LAIKIPIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
64,DR.  KANYIRI CLINIC,0,RIFT VALLEY,LAIKIPIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
65,DR.  KIARIE CLINIC,0,RIFT VALLEY,LAIKIPIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
66,DR.  NJOROGE CLINIC,0,RIFT VALLEY,LAIKIPIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
67,DR.  STEVE MUNGA CLINIC,0,RIFT VALLEY,LAIKIPIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
68,DR. MBUTHIA CLINIC,0,RIFT VALLEY,LAIKIPIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
69,IMANI MEDICAL CLINIC,0,RIFT VALLEY,LAIKIPIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
70,KADULINI HEALTH CLINIC,2365,RIFT VALLEY,LAIKIPIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
75,OUT PATIENTS CLINIC,0,RIFT VALLEY,LAIKIPIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
43,MILIMANI CLINIC,0,RIFT VALLEY,MARAKWET,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
146,CHECK POINT MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
151,DR. BENJAMIN KIPRUTO S,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
152,DR. GILBERT MWANGI CLINIC,2820,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
153,DR. H N BALDA CLINIC,2821,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
154,DR. HARIA'S CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
155,DR. J N WAHUNIKE CLINIC,2822,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
158,DR. KARANIA JAYANT'S CLINIC,4567,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
159,DR. KARANIA KUNDAN'S CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
160,DR. KIAMBA WK'S CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
161,DR. KIPKORIR JAL'S CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
162,DR. KIRONGOTHI F'S CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
163,DR. KIRUBI I'S,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
164,DR. M S RAI CLINIC,2823,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
168,DR. ODONGO O.F'S CLINIC,3518,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
170,DR. PAUL D.C'S CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
171,DR. PRAVIN B PATELCLINIC,2824,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
173,DR. R KALYA CLINIC,40,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
174,DR. RAO,3520,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
175,DR. WABORE J.C'S CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
180,FAMILY MEDICAL AND EYE CARE CENTRE,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
181,FINA MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
183,GATEHOUSE MEDICAL CENTRE,3517,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
185,GOODCARE MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
186,GOSHEN MEDICAL CLINIC,4611,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
187,HURUMA MEDICAL CLINIC,3508,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
188,JOHN'S MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
189,KAMAU MEDICAL CLINIC,4628,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
193,KWAMBERY CLINIC,4622,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
197,LIFE WATER CLINIC,4609,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
198,M&M MEDICAL CLINIC AND LABORATORY SERVICES,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
199,MALAKOOTI  CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
200,MATHUR'S MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
206,MWANAINORI CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
209,NAKURU MEDICAL CONSULTANCY CENTRE,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
210,NAZARETH MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
211,NEEMA INTERGRATED MEDICAL CLINIC,4612,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
214,NYAHURURU CENTRE MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
215,NYONJORO MEDICAL CLINIC,4621,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
222,RIFT MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
224,SHABAB I.M CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
226,SHWARE MEDICAL CENTRE,4606,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
227,ST. BRIGIDS MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
232,STELLAMED MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
234,TUMAINI MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
236,VICTORIA MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
238,VISION MEDICAL CLINIC,0,RIFT VALLEY,NAKURU,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
98,E.T.N AND GENERAL MEDICAL CLINIC,0,RIFT VALLEY,NANDI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
108,SAMWEI MEDICAL CLINIC,0,RIFT VALLEY,NANDI,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
0,SIGKAI MEDICAL CENTRE,0,RIFT VALLEY,TRANSMARA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
67,AFUNDI CLINIC,2860,RIFT VALLEY,TRANS-NZOIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
74,DR.  BARAZA CLINIC,2856,RIFT VALLEY,TRANS-NZOIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
75,DR.  KHISA CLINIC (KITALE CLINIC),2850,RIFT VALLEY,TRANS-NZOIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
76,DR.  LITUNYA CLINIC,2854,RIFT VALLEY,TRANS-NZOIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
77,DR.  MICHUKI CLINIC,2851,RIFT VALLEY,TRANS-NZOIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
79,DR.  NJENGA CLINIC,2853,RIFT VALLEY,TRANS-NZOIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
81,DR.  RUTO CLINIC,2834,RIFT VALLEY,TRANS-NZOIA,,,,,,,6,PRIV,"(0E-11, 0E-11)",Private Clinics and Medical centres
